PROVINCIE;GEMEENTENUMMER;GEMEENTENAAM;SOORT INSTELLING;TYPE HOGER ONDERWIJS;BRIN NUMMER ACTUEEL;INSTELLINGSNAAM ACTUEEL;CROHO ONDERDEEL;CROHO SUBONDERDEEL;OPLEIDINGSCODE ACTUEEL;OPLEIDINGSNAAM ACTUEEL;OPLEIDINGSVORM;OPLEIDINGSFASE ACTUEEL;2014 Man;2014 Vrouw;2015 Man;2015 Vrouw;2016 Man;2016 Vrouw;2017 Man;2017 Vrouw;2018 Man;2018 Vrouw
Friesland;80;LEEUWARDEN;reguliere inst.;bachelor;31FR;NHL Stenden Hogeschool;onderwijs;lerarenopleidingen op het gebied van de kunst;39100;B Docent Beeldende Kunst en Vormgeving;voltijd onderwijs;bachelor;9;66;11;78;9;75;13;70;12;63
Friesland;80;LEEUWARDEN;reguliere inst.;bachelor;31FR;NHL Stenden Hogeschool;onderwijs;lerarenopleidingen op het gebied van de kunst;39100;B Docent Beeldende Kunst en Vormgeving;voltijd onderwijs;propedeuse bachelor;5;36;6;30;6;15;1;21;1;24
Friesland;80;LEEUWARDEN;reguliere inst.;bachelor;31FR;NHL Stenden Hogeschool;onderwijs;n.v.t. (onderwijs);35144;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Fries;deeltijd onderwijs;bachelor;0;3;0;1;1;3;2;3;2;2
Friesland;80;LEEUWARDEN;reguliere inst.;bachelor;31FR;NHL Stenden Hogeschool;onderwijs;n.v.t. (onderwijs);35144;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Fries;deeltijd onderwijs;propedeuse bachelor;3;1;5;3;1;1;0;3;2;2
Friesland;80;LEEUWARDEN;reguliere inst.;bachelor;31FR;NHL Stenden Hogeschool;onderwijs;n.v.t. (onderwijs);35144;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Fries;voltijd onderwijs;bachelor;0;0;0;1;0;1;0;3;0;3
Friesland;80;LEEUWARDEN;reguliere inst.;bachelor;31FR;NHL Stenden Hogeschool;onderwijs;n.v.t. (onderwijs);35144;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Fries;voltijd onderwijs;propedeuse bachelor;2;1;2;1;1;3;0;0;0;0
Friesland;80;LEEUWARDEN;reguliere inst.;bachelor;31FR;NHL Stenden Hogeschool;onderwijs;n.v.t. (onderwijs);35193;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Duits;deeltijd onderwijs;bachelor;5;7;11;20;13;31;16;31;16;29
Friesland;80;LEEUWARDEN;reguliere inst.;bachelor;31FR;NHL Stenden Hogeschool;onderwijs;n.v.t. (onderwijs);35193;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Duits;deeltijd onderwijs;propedeuse bachelor;21;26;22;27;18;22;14;24;14;30
Friesland;80;LEEUWARDEN;reguliere inst.;bachelor;31FR;NHL Stenden Hogeschool;onderwijs;n.v.t. (onderwijs);35193;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Duits;voltijd onderwijs;bachelor;4;12;3;15;4;17;7;13;8;12
Friesland;80;LEEUWARDEN;reguliere inst.;bachelor;31FR;NHL Stenden Hogeschool;onderwijs;n.v.t. (onderwijs);35193;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Duits;voltijd onderwijs;propedeuse bachelor;4;12;8;11;7;10;5;10;4;11
Friesland;80;LEEUWARDEN;reguliere inst.;bachelor;31FR;NHL Stenden Hogeschool;onderwijs;n.v.t. (onderwijs);35195;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Engels;deeltijd onderwijs;bachelor;12;36;15;39;24;49;31;67;25;58
Friesland;80;LEEUWARDEN;reguliere inst.;bachelor;31FR;NHL Stenden Hogeschool;onderwijs;n.v.t. (onderwijs);35195;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Engels;deeltijd onderwijs;propedeuse bachelor;32;67;37;69;31;82;26;75;31;97
Friesland;80;LEEUWARDEN;reguliere inst.;bachelor;31FR;NHL Stenden Hogeschool;onderwijs;n.v.t. (onderwijs);35195;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Engels;voltijd onderwijs;bachelor;40;80;42;85;44;84;47;89;43;88
Friesland;80;LEEUWARDEN;reguliere inst.;bachelor;31FR;NHL Stenden Hogeschool;onderwijs;n.v.t. (onderwijs);35195;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Engels;voltijd onderwijs;propedeuse bachelor;64;80;66;86;49;83;67;79;78;95
Friesland;80;LEEUWARDEN;reguliere inst.;bachelor;31FR;NHL Stenden Hogeschool;onderwijs;n.v.t. (onderwijs);35196;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Frans;deeltijd onderwijs;bachelor;0;5;2;7;2;6;2;8;3;9
Friesland;80;LEEUWARDEN;reguliere inst.;bachelor;31FR;NHL Stenden Hogeschool;onderwijs;n.v.t. (onderwijs);35196;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Frans;deeltijd onderwijs;propedeuse bachelor;9;12;5;9;6;5;4;8;3;8
Friesland;80;LEEUWARDEN;reguliere inst.;bachelor;31FR;NHL Stenden Hogeschool;onderwijs;n.v.t. (onderwijs);35196;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Frans;voltijd onderwijs;bachelor;0;14;1;16;2;12;1;7;4;8
Friesland;80;LEEUWARDEN;reguliere inst.;bachelor;31FR;NHL Stenden Hogeschool;onderwijs;n.v.t. (onderwijs);35196;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Frans;voltijd onderwijs;propedeuse bachelor;2;14;6;8;5;2;6;9;1;7
Friesland;80;LEEUWARDEN;reguliere inst.;bachelor;31FR;NHL Stenden Hogeschool;onderwijs;n.v.t. (onderwijs);35197;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Geschiedenis;deeltijd onderwijs;bachelor;4;1;7;5;6;5;8;5;5;5
Friesland;80;LEEUWARDEN;reguliere inst.;bachelor;31FR;NHL Stenden Hogeschool;onderwijs;n.v.t. (onderwijs);35197;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Geschiedenis;deeltijd onderwijs;propedeuse bachelor;15;8;11;11;8;6;5;8;11;4
Friesland;80;LEEUWARDEN;reguliere inst.;bachelor;31FR;NHL Stenden Hogeschool;onderwijs;n.v.t. (onderwijs);35197;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Geschiedenis;voltijd onderwijs;bachelor;63;40;76;49;74;47;73;47;66;35
Friesland;80;LEEUWARDEN;reguliere inst.;bachelor;31FR;NHL Stenden Hogeschool;onderwijs;n.v.t. (onderwijs);35197;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Geschiedenis;voltijd onderwijs;propedeuse bachelor;89;42;69;27;62;28;77;26;76;33
Friesland;80;LEEUWARDEN;reguliere inst.;bachelor;31FR;NHL Stenden Hogeschool;onderwijs;n.v.t. (onderwijs);35198;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Nederlands;deeltijd onderwijs;bachelor;15;59;24;102;27;115;35;112;26;103
Friesland;80;LEEUWARDEN;reguliere inst.;bachelor;31FR;NHL Stenden Hogeschool;onderwijs;n.v.t. (onderwijs);35198;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Nederlands;deeltijd onderwijs;propedeuse bachelor;28;109;31;76;29;78;18;82;13;77
Friesland;80;LEEUWARDEN;reguliere inst.;bachelor;31FR;NHL Stenden Hogeschool;onderwijs;n.v.t. (onderwijs);35198;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Nederlands;voltijd onderwijs;bachelor;5;28;7;43;9;49;7;46;9;44
Friesland;80;LEEUWARDEN;reguliere inst.;bachelor;31FR;NHL Stenden Hogeschool;onderwijs;n.v.t. (onderwijs);35198;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Nederlands;voltijd onderwijs;propedeuse bachelor;13;41;11;31;4;22;13;26;6;25
Friesland;80;LEEUWARDEN;reguliere inst.;bachelor;31FR;NHL Stenden Hogeschool;onderwijs;n.v.t. (onderwijs);35199;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Scheikunde;deeltijd onderwijs;bachelor;3;1;5;3;5;4;5;6;1;6
Friesland;80;LEEUWARDEN;reguliere inst.;bachelor;31FR;NHL Stenden Hogeschool;onderwijs;n.v.t. (onderwijs);35199;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Scheikunde;deeltijd onderwijs;propedeuse bachelor;5;4;5;4;4;4;6;6;10;5
Friesland;80;LEEUWARDEN;reguliere inst.;bachelor;31FR;NHL Stenden Hogeschool;onderwijs;n.v.t. (onderwijs);35199;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Scheikunde;voltijd onderwijs;bachelor;16;5;19;10;20;9;16;9;14;9
Friesland;80;LEEUWARDEN;reguliere inst.;bachelor;31FR;NHL Stenden Hogeschool;onderwijs;n.v.t. (onderwijs);35199;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Scheikunde;voltijd onderwijs;propedeuse bachelor;12;9;7;3;8;2;15;5;14;7
Friesland;80;LEEUWARDEN;reguliere inst.;bachelor;31FR;NHL Stenden Hogeschool;onderwijs;n.v.t. (onderwijs);35201;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Aardrijkskunde;deeltijd onderwijs;bachelor;5;7;8;8;10;8;13;7;11;6
Friesland;80;LEEUWARDEN;reguliere inst.;bachelor;31FR;NHL Stenden Hogeschool;onderwijs;n.v.t. (onderwijs);35201;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Aardrijkskunde;deeltijd onderwijs;propedeuse bachelor;19;13;10;7;11;7;11;4;11;3
Friesland;80;LEEUWARDEN;reguliere inst.;bachelor;31FR;NHL Stenden Hogeschool;onderwijs;n.v.t. (onderwijs);35201;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Aardrijkskunde;voltijd onderwijs;bachelor;26;13;30;13;28;13;26;14;29;18
Friesland;80;LEEUWARDEN;reguliere inst.;bachelor;31FR;NHL Stenden Hogeschool;onderwijs;n.v.t. (onderwijs);35201;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Aardrijkskunde;voltijd onderwijs;propedeuse bachelor;28;8;20;7;27;11;27;10;26;6
Friesland;80;LEEUWARDEN;reguliere inst.;bachelor;31FR;NHL Stenden Hogeschool;onderwijs;n.v.t. (onderwijs);35202;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Algemene Economie;deeltijd onderwijs;bachelor;9;3;11;7;11;7;13;8;14;13
Friesland;80;LEEUWARDEN;reguliere inst.;bachelor;31FR;NHL Stenden Hogeschool;onderwijs;n.v.t. (onderwijs);35202;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Algemene Economie;deeltijd onderwijs;propedeuse bachelor;29;10;25;8;20;8;19;11;13;8
Friesland;80;LEEUWARDEN;reguliere inst.;bachelor;31FR;NHL Stenden Hogeschool;onderwijs;n.v.t. (onderwijs);35202;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Algemene Economie;voltijd onderwijs;bachelor;28;11;27;14;28;10;27;9;30;8
Friesland;80;LEEUWARDEN;reguliere inst.;bachelor;31FR;NHL Stenden Hogeschool;onderwijs;n.v.t. (onderwijs);35202;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Algemene Economie;voltijd onderwijs;propedeuse bachelor;15;5;14;2;20;2;17;4;18;8
Friesland;80;LEEUWARDEN;reguliere inst.;bachelor;31FR;NHL Stenden Hogeschool;onderwijs;n.v.t. (onderwijs);35203;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Bedrijfseconomie;deeltijd onderwijs;bachelor;6;1;7;0;4;3;7;4;6;3
Friesland;80;LEEUWARDEN;reguliere inst.;bachelor;31FR;NHL Stenden Hogeschool;onderwijs;n.v.t. (onderwijs);35203;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Bedrijfseconomie;deeltijd onderwijs;propedeuse bachelor;10;6;9;5;11;3;10;2;10;3
Friesland;80;LEEUWARDEN;reguliere inst.;bachelor;31FR;NHL Stenden Hogeschool;onderwijs;n.v.t. (onderwijs);35203;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Bedrijfseconomie;voltijd onderwijs;bachelor;6;2;7;1;8;2;8;3;4;4
Friesland;80;LEEUWARDEN;reguliere inst.;bachelor;31FR;NHL Stenden Hogeschool;onderwijs;n.v.t. (onderwijs);35203;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Bedrijfseconomie;voltijd onderwijs;propedeuse bachelor;6;2;2;4;4;2;6;0;4;2
Friesland;80;LEEUWARDEN;reguliere inst.;bachelor;31FR;NHL Stenden Hogeschool;onderwijs;n.v.t. (onderwijs);35221;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Wiskunde;deeltijd onderwijs;bachelor;55;36;76;38;90;46;89;52;67;42
Friesland;80;LEEUWARDEN;reguliere inst.;bachelor;31FR;NHL Stenden Hogeschool;onderwijs;n.v.t. (onderwijs);35221;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Wiskunde;deeltijd onderwijs;propedeuse bachelor;86;38;78;47;64;46;43;31;57;33
Friesland;80;LEEUWARDEN;reguliere inst.;bachelor;31FR;NHL Stenden Hogeschool;onderwijs;n.v.t. (onderwijs);35221;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Wiskunde;voltijd onderwijs;bachelor;28;17;30;25;30;27;31;30;35;29
Friesland;80;LEEUWARDEN;reguliere inst.;bachelor;31FR;NHL Stenden Hogeschool;onderwijs;n.v.t. (onderwijs);35221;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Wiskunde;voltijd onderwijs;propedeuse bachelor;31;18;25;18;23;18;23;21;12;25
Friesland;80;LEEUWARDEN;reguliere inst.;bachelor;31FR;NHL Stenden Hogeschool;onderwijs;n.v.t. (onderwijs);35261;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Natuurkunde;deeltijd onderwijs;bachelor;9;3;11;4;13;3;17;5;22;2
Friesland;80;LEEUWARDEN;reguliere inst.;bachelor;31FR;NHL Stenden Hogeschool;onderwijs;n.v.t. (onderwijs);35261;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Natuurkunde;deeltijd onderwijs;propedeuse bachelor;11;3;21;5;29;7;27;5;26;6
Friesland;80;LEEUWARDEN;reguliere inst.;bachelor;31FR;NHL Stenden Hogeschool;onderwijs;n.v.t. (onderwijs);35261;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Natuurkunde;voltijd onderwijs;bachelor;13;2;14;2;19;4;17;6;13;4
Friesland;80;LEEUWARDEN;reguliere inst.;bachelor;31FR;NHL Stenden Hogeschool;onderwijs;n.v.t. (onderwijs);35261;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Natuurkunde;voltijd onderwijs;propedeuse bachelor;14;2;9;5;8;4;7;3;11;6
Friesland;80;LEEUWARDEN;reguliere inst.;bachelor;31FR;NHL Stenden Hogeschool;onderwijs;n.v.t. (onderwijs);35301;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Biologie;deeltijd onderwijs;bachelor;3;4;6;5;6;9;9;11;7;12
Friesland;80;LEEUWARDEN;reguliere inst.;bachelor;31FR;NHL Stenden Hogeschool;onderwijs;n.v.t. (onderwijs);35301;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Biologie;deeltijd onderwijs;propedeuse bachelor;7;13;7;16;10;11;6;16;10;20
Friesland;80;LEEUWARDEN;reguliere inst.;bachelor;31FR;NHL Stenden Hogeschool;onderwijs;n.v.t. (onderwijs);35301;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Biologie;voltijd onderwijs;bachelor;13;24;11;23;15;29;19;27;19;26
Friesland;80;LEEUWARDEN;reguliere inst.;bachelor;31FR;NHL Stenden Hogeschool;onderwijs;n.v.t. (onderwijs);35301;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Biologie;voltijd onderwijs;propedeuse bachelor;12;18;15;23;20;17;19;13;13;14
Friesland;80;LEEUWARDEN;reguliere inst.;bachelor;31FR;NHL Stenden Hogeschool;onderwijs;n.v.t. (onderwijs);35388;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Gezondheidszorg en Welzijn;deeltijd onderwijs;bachelor;3;20;4;32;6;58;7;53;4;42
Friesland;80;LEEUWARDEN;reguliere inst.;bachelor;31FR;NHL Stenden Hogeschool;onderwijs;n.v.t. (onderwijs);35388;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Gezondheidszorg en Welzijn;deeltijd onderwijs;propedeuse bachelor;7;43;4;40;4;26;5;33;8;43
Friesland;80;LEEUWARDEN;reguliere inst.;bachelor;31FR;NHL Stenden Hogeschool;onderwijs;n.v.t. (onderwijs);35388;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Gezondheidszorg en Welzijn;voltijd onderwijs;bachelor;3;44;2;59;3;64;5;67;3;58
Friesland;80;LEEUWARDEN;reguliere inst.;bachelor;31FR;NHL Stenden Hogeschool;onderwijs;n.v.t. (onderwijs);35388;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Gezondheidszorg en Welzijn;voltijd onderwijs;propedeuse bachelor;2;38;3;30;4;24;3;14;2;13
Friesland;80;LEEUWARDEN;reguliere inst.;bachelor;31FR;NHL Stenden Hogeschool;onderwijs;n.v.t. (onderwijs);35411;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Maatschappijleer;deeltijd onderwijs;bachelor;1;3;7;7;12;10;17;13;14;8
Friesland;80;LEEUWARDEN;reguliere inst.;bachelor;31FR;NHL Stenden Hogeschool;onderwijs;n.v.t. (onderwijs);35411;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Maatschappijleer;deeltijd onderwijs;propedeuse bachelor;17;18;16;17;14;14;13;15;18;14
Friesland;80;LEEUWARDEN;reguliere inst.;bachelor;31FR;NHL Stenden Hogeschool;onderwijs;n.v.t. (onderwijs);35411;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Maatschappijleer;voltijd onderwijs;bachelor;23;28;22;29;25;31;19;30;20;27
Friesland;80;LEEUWARDEN;reguliere inst.;bachelor;31FR;NHL Stenden Hogeschool;onderwijs;n.v.t. (onderwijs);35411;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Maatschappijleer;voltijd onderwijs;propedeuse bachelor;20;20;18;18;21;10;21;11;20;19
Friesland;80;LEEUWARDEN;reguliere inst.;bachelor;31FR;NHL Stenden Hogeschool;onderwijs;n.v.t. (onderwijs);35421;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in omgangskunde;deeltijd onderwijs;bachelor;4;9;7;14;11;21;13;22;14;20
Friesland;80;LEEUWARDEN;reguliere inst.;bachelor;31FR;NHL Stenden Hogeschool;onderwijs;n.v.t. (onderwijs);35421;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in omgangskunde;deeltijd onderwijs;propedeuse bachelor;8;34;10;21;8;17;17;29;25;64
Friesland;80;LEEUWARDEN;reguliere inst.;bachelor;31FR;NHL Stenden Hogeschool;onderwijs;n.v.t. (onderwijs);35421;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in omgangskunde;voltijd onderwijs;bachelor;2;36;4;28;0;33;4;29;4;24
Friesland;80;LEEUWARDEN;reguliere inst.;bachelor;31FR;NHL Stenden Hogeschool;onderwijs;n.v.t. (onderwijs);35421;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in omgangskunde;voltijd onderwijs;propedeuse bachelor;0;0;0;0;0;0;0;1;0;0
Friesland;80;LEEUWARDEN;reguliere inst.;bachelor;31FR;NHL Stenden Hogeschool;onderwijs;n.v.t. (onderwijs);35525;B International Teacher Education for Secondary Schools;voltijd onderwijs;propedeuse bachelor;0;0;0;0;0;0;0;0;8;9
Friesland;80;LEEUWARDEN;reguliere inst.;bachelor;31FR;NHL Stenden Hogeschool;techniek;n.v.t. (techniek);30020;B HBO-ICT;deeltijd onderwijs;bachelor;17;1;9;1;8;1;7;2;5;2
Friesland;80;LEEUWARDEN;reguliere inst.;bachelor;31FR;NHL Stenden Hogeschool;techniek;n.v.t. (techniek);30020;B HBO-ICT;deeltijd onderwijs;propedeuse bachelor;6;0;9;1;3;0;2;0;1;0
Friesland;80;LEEUWARDEN;reguliere inst.;bachelor;31FR;NHL Stenden Hogeschool;techniek;n.v.t. (techniek);30020;B HBO-ICT;voltijd onderwijs;bachelor;142;4;176;5;196;4;216;7;281;8
Friesland;80;LEEUWARDEN;reguliere inst.;bachelor;31FR;NHL Stenden Hogeschool;techniek;n.v.t. (techniek);30020;B HBO-ICT;voltijd onderwijs;propedeuse bachelor;169;5;174;7;217;13;246;14;246;16
Friesland;80;LEEUWARDEN;reguliere inst.;bachelor;31FR;NHL Stenden Hogeschool;techniek;n.v.t. (techniek);30038;B Ruimtelijke Ontwikkeling;voltijd onderwijs;bachelor;13;1;15;2;18;5;22;7;25;10
Friesland;80;LEEUWARDEN;reguliere inst.;bachelor;31FR;NHL Stenden Hogeschool;techniek;n.v.t. (techniek);30038;B Ruimtelijke Ontwikkeling;voltijd onderwijs;propedeuse bachelor;22;6;19;6;30;4;28;10;30;5
Friesland;80;LEEUWARDEN;reguliere inst.;bachelor;31FR;NHL Stenden Hogeschool;techniek;n.v.t. (techniek);34092;B Communication and Multimedia Design;voltijd onderwijs;bachelor;537;112;509;125;473;130;440;123;350;126
Friesland;80;LEEUWARDEN;reguliere inst.;bachelor;31FR;NHL Stenden Hogeschool;techniek;n.v.t. (techniek);34092;B Communication and Multimedia Design;voltijd onderwijs;propedeuse bachelor;242;68;213;66;174;57;150;57;154;95
Friesland;80;LEEUWARDEN;reguliere inst.;bachelor;31FR;NHL Stenden Hogeschool;techniek;n.v.t. (techniek);34190;B Ocean Technology;voltijd onderwijs;bachelor;42;9;44;13;45;10;53;15;45;14
Friesland;80;LEEUWARDEN;reguliere inst.;bachelor;31FR;NHL Stenden Hogeschool;techniek;n.v.t. (techniek);34190;B Ocean Technology;voltijd onderwijs;propedeuse bachelor;30;9;34;6;33;12;27;7;21;6
Friesland;80;LEEUWARDEN;reguliere inst.;bachelor;31FR;NHL Stenden Hogeschool;techniek;n.v.t. (techniek);34263;B Bouwkunde;voltijd onderwijs;bachelor;63;17;62;18;64;17;48;19;48;20
Friesland;80;LEEUWARDEN;reguliere inst.;bachelor;31FR;NHL Stenden Hogeschool;techniek;n.v.t. (techniek);34263;B Bouwkunde;voltijd onderwijs;propedeuse bachelor;67;16;64;15;64;20;62;17;78;28
Friesland;80;LEEUWARDEN;reguliere inst.;bachelor;31FR;NHL Stenden Hogeschool;techniek;n.v.t. (techniek);34267;B Elektrotechniek;voltijd onderwijs;bachelor;36;0;43;1;62;2;66;1;63;2
Friesland;80;LEEUWARDEN;reguliere inst.;bachelor;31FR;NHL Stenden Hogeschool;techniek;n.v.t. (techniek);34267;B Elektrotechniek;voltijd onderwijs;propedeuse bachelor;60;1;70;3;65;4;59;5;52;5
Friesland;80;LEEUWARDEN;reguliere inst.;bachelor;31FR;NHL Stenden Hogeschool;techniek;n.v.t. (techniek);34275;B Chemische Technologie;voltijd onderwijs;bachelor;35;2;40;1;46;1;53;2;41;2
Friesland;80;LEEUWARDEN;reguliere inst.;bachelor;31FR;NHL Stenden Hogeschool;techniek;n.v.t. (techniek);34275;B Chemische Technologie;voltijd onderwijs;propedeuse bachelor;52;1;54;0;47;2;27;0;26;2
Friesland;80;LEEUWARDEN;reguliere inst.;bachelor;31FR;NHL Stenden Hogeschool;techniek;n.v.t. (techniek);34276;B Maritieme Techniek;voltijd onderwijs;bachelor;42;6;49;8;52;4;49;7;48;7
Friesland;80;LEEUWARDEN;reguliere inst.;bachelor;31FR;NHL Stenden Hogeschool;techniek;n.v.t. (techniek);34276;B Maritieme Techniek;voltijd onderwijs;propedeuse bachelor;36;3;35;9;38;7;44;6;45;4
Friesland;80;LEEUWARDEN;reguliere inst.;bachelor;31FR;NHL Stenden Hogeschool;techniek;n.v.t. (techniek);34279;B Civiele Techniek;voltijd onderwijs;bachelor;28;0;34;1;36;1;33;0;27;1
Friesland;80;LEEUWARDEN;reguliere inst.;bachelor;31FR;NHL Stenden Hogeschool;techniek;n.v.t. (techniek);34279;B Civiele Techniek;voltijd onderwijs;propedeuse bachelor;43;2;39;2;37;1;41;3;50;2
Friesland;80;LEEUWARDEN;reguliere inst.;bachelor;31FR;NHL Stenden Hogeschool;techniek;n.v.t. (techniek);34280;B Werktuigbouwkunde;duaal onderwijs;propedeuse bachelor;0;0;2;0;0;0;0;0;0;0
Friesland;80;LEEUWARDEN;reguliere inst.;bachelor;31FR;NHL Stenden Hogeschool;techniek;n.v.t. (techniek);34280;B Werktuigbouwkunde;voltijd onderwijs;bachelor;144;4;158;3;145;0;144;4;144;6
Friesland;80;LEEUWARDEN;reguliere inst.;bachelor;31FR;NHL Stenden Hogeschool;techniek;n.v.t. (techniek);34280;B Werktuigbouwkunde;voltijd onderwijs;propedeuse bachelor;160;1;144;4;138;8;120;4;149;4
Friesland;80;LEEUWARDEN;reguliere inst.;bachelor;31FR;NHL Stenden Hogeschool;techniek;n.v.t. (techniek);34331;B Biotechnologie;voltijd onderwijs;bachelor;4;6;6;6;5;8;6;10;3;8
Friesland;80;LEEUWARDEN;reguliere inst.;bachelor;31FR;NHL Stenden Hogeschool;techniek;n.v.t. (techniek);34331;B Biotechnologie;voltijd onderwijs;propedeuse bachelor;16;11;4;10;3;6;8;8;12;5
Friesland;80;LEEUWARDEN;reguliere inst.;bachelor;31FR;NHL Stenden Hogeschool;techniek;n.v.t. (techniek);34384;B Maritiem Officier;voltijd onderwijs;bachelor;204;12;219;13;238;15;246;19;223;21
Friesland;80;LEEUWARDEN;reguliere inst.;bachelor;31FR;NHL Stenden Hogeschool;techniek;n.v.t. (techniek);34384;B Maritiem Officier;voltijd onderwijs;propedeuse bachelor;139;11;155;15;141;13;120;14;114;14
Friesland;80;LEEUWARDEN;reguliere inst.;bachelor;31FR;NHL Stenden Hogeschool;techniek;n.v.t. (techniek);34396;B Chemie;voltijd onderwijs;bachelor;29;6;37;6;47;21;47;32;47;28
Friesland;80;LEEUWARDEN;reguliere inst.;bachelor;31FR;NHL Stenden Hogeschool;techniek;n.v.t. (techniek);34396;B Chemie;voltijd onderwijs;propedeuse bachelor;42;18;54;27;54;24;46;19;44;15
Friesland;80;LEEUWARDEN;reguliere inst.;bachelor;31FR;NHL Stenden Hogeschool;techniek;n.v.t. (techniek);34397;B Biologie en Medisch Laboratoriumonderzoek;voltijd onderwijs;bachelor;30;52;30;58;23;62;33;63;34;54
Friesland;80;LEEUWARDEN;reguliere inst.;bachelor;31FR;NHL Stenden Hogeschool;techniek;n.v.t. (techniek);34397;B Biologie en Medisch Laboratoriumonderzoek;voltijd onderwijs;propedeuse bachelor;36;72;36;63;36;61;40;61;34;69
Friesland;80;LEEUWARDEN;reguliere inst.;bachelor;31FR;NHL Stenden Hogeschool;techniek;n.v.t. (techniek);34421;B Technische Bedrijfskunde;deeltijd onderwijs;bachelor;24;3;16;3;24;3;25;4;26;4
Friesland;80;LEEUWARDEN;reguliere inst.;bachelor;31FR;NHL Stenden Hogeschool;techniek;n.v.t. (techniek);34421;B Technische Bedrijfskunde;deeltijd onderwijs;propedeuse bachelor;16;2;13;1;13;3;15;1;24;6
Friesland;80;LEEUWARDEN;reguliere inst.;bachelor;31FR;NHL Stenden Hogeschool;techniek;n.v.t. (techniek);34421;B Technische Bedrijfskunde;voltijd onderwijs;bachelor;83;8;80;12;92;11;94;8;81;8
Friesland;80;LEEUWARDEN;reguliere inst.;bachelor;31FR;NHL Stenden Hogeschool;techniek;n.v.t. (techniek);34421;B Technische Bedrijfskunde;voltijd onderwijs;propedeuse bachelor;66;9;66;6;52;3;66;6;78;9
