PROVINCIE;GEMEENTENUMMER;GEMEENTENAAM;SOORT INSTELLING;TYPE HOGER ONDERWIJS;BRIN NUMMER ACTUEEL;INSTELLINGSNAAM ACTUEEL;CROHO ONDERDEEL;CROHO SUBONDERDEEL;OPLEIDINGSCODE ACTUEEL;OPLEIDINGSNAAM ACTUEEL;OPLEIDINGSVORM;OPLEIDINGSFASE ACTUEEL;2014 Man;2014 Vrouw;2015 Man;2015 Vrouw;2016 Man;2016 Vrouw;2017 Man;2017 Vrouw;2018 Man;2018 Vrouw 
Overijssel;193;ZWOLLE;reguliere inst.;bachelor;01VU;Christelijke Hogeschool Windesheim;gezondheidszorg;n.v.t. (gezondheidszorg);34585;B Psychomotorische Therapie en Bewegingsagogie;voltijd onderwijs;propedeuse bachelor;33;108;39;92;32;97;42;106;56;115
Overijssel;193;ZWOLLE;reguliere inst.;bachelor;01VU;Christelijke Hogeschool Windesheim;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;deeltijd onderwijs;bachelor;8;40;7;24;5;9;4;5;2;6
Overijssel;193;ZWOLLE;reguliere inst.;bachelor;01VU;Christelijke Hogeschool Windesheim;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;deeltijd onderwijs;propedeuse bachelor;3;6;0;1;0;0;0;0;10;52
Overijssel;193;ZWOLLE;reguliere inst.;bachelor;01VU;Christelijke Hogeschool Windesheim;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;voltijd onderwijs;bachelor;83;322;79;310;110;341;119;354;135;373
Overijssel;193;ZWOLLE;reguliere inst.;bachelor;01VU;Christelijke Hogeschool Windesheim;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;voltijd onderwijs;propedeuse bachelor;111;283;111;195;97;176;100;206;103;180
Overijssel;193;ZWOLLE;reguliere inst.;bachelor;01VU;Christelijke Hogeschool Windesheim;onderwijs;n.v.t. (onderwijs);35025;B Opleiding tot Leraar van de eerste graad in Lichamelijke Opvoeding;deeltijd onderwijs;bachelor;6;1;8;3;8;3;16;8;12;5
Overijssel;193;ZWOLLE;reguliere inst.;bachelor;01VU;Christelijke Hogeschool Windesheim;onderwijs;n.v.t. (onderwijs);35025;B Opleiding tot Leraar van de eerste graad in Lichamelijke Opvoeding;deeltijd onderwijs;propedeuse bachelor;7;2;13;6;14;8;27;4;28;5
Overijssel;193;ZWOLLE;reguliere inst.;bachelor;01VU;Christelijke Hogeschool Windesheim;onderwijs;n.v.t. (onderwijs);35025;B Opleiding tot Leraar van de eerste graad in Lichamelijke Opvoeding;voltijd onderwijs;bachelor;318;141;328;143;323;150;314;134;288;126
Overijssel;193;ZWOLLE;reguliere inst.;bachelor;01VU;Christelijke Hogeschool Windesheim;onderwijs;n.v.t. (onderwijs);35025;B Opleiding tot Leraar van de eerste graad in Lichamelijke Opvoeding;voltijd onderwijs;propedeuse bachelor;177;81;159;67;161;65;169;77;189;83
Overijssel;193;ZWOLLE;reguliere inst.;bachelor;01VU;Christelijke Hogeschool Windesheim;onderwijs;n.v.t. (onderwijs);35193;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Duits;voltijd onderwijs;bachelor;15;48;17;55;14;51;15;47;13;37
Overijssel;193;ZWOLLE;reguliere inst.;bachelor;01VU;Christelijke Hogeschool Windesheim;onderwijs;n.v.t. (onderwijs);35193;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Duits;voltijd onderwijs;propedeuse bachelor;11;30;11;26;13;23;15;24;16;27
Overijssel;193;ZWOLLE;reguliere inst.;bachelor;01VU;Christelijke Hogeschool Windesheim;onderwijs;n.v.t. (onderwijs);35195;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Engels;voltijd onderwijs;bachelor;64;148;58;133;60;137;67;164;68;159
Overijssel;193;ZWOLLE;reguliere inst.;bachelor;01VU;Christelijke Hogeschool Windesheim;onderwijs;n.v.t. (onderwijs);35195;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Engels;voltijd onderwijs;propedeuse bachelor;77;113;69;137;72;142;99;122;88;135
Overijssel;193;ZWOLLE;reguliere inst.;bachelor;01VU;Christelijke Hogeschool Windesheim;onderwijs;n.v.t. (onderwijs);35196;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Frans;voltijd onderwijs;bachelor;10;40;7;31;11;26;11;27;9;23
Overijssel;193;ZWOLLE;reguliere inst.;bachelor;01VU;Christelijke Hogeschool Windesheim;onderwijs;n.v.t. (onderwijs);35196;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Frans;voltijd onderwijs;propedeuse bachelor;8;11;10;11;5;12;3;11;6;15
Overijssel;193;ZWOLLE;reguliere inst.;bachelor;01VU;Christelijke Hogeschool Windesheim;onderwijs;n.v.t. (onderwijs);35197;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Geschiedenis;voltijd onderwijs;bachelor;102;60;98;59;109;48;124;53;118;51
Overijssel;193;ZWOLLE;reguliere inst.;bachelor;01VU;Christelijke Hogeschool Windesheim;onderwijs;n.v.t. (onderwijs);35197;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Geschiedenis;voltijd onderwijs;propedeuse bachelor;105;37;96;35;82;31;93;27;90;38
Overijssel;193;ZWOLLE;reguliere inst.;bachelor;01VU;Christelijke Hogeschool Windesheim;onderwijs;n.v.t. (onderwijs);35198;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Nederlands;voltijd onderwijs;bachelor;29;218;22;161;21;130;20;132;20;131
Overijssel;193;ZWOLLE;reguliere inst.;bachelor;01VU;Christelijke Hogeschool Windesheim;onderwijs;n.v.t. (onderwijs);35198;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Nederlands;voltijd onderwijs;propedeuse bachelor;21;76;17;63;11;79;19;63;22;44
Overijssel;193;ZWOLLE;reguliere inst.;bachelor;01VU;Christelijke Hogeschool Windesheim;onderwijs;n.v.t. (onderwijs);35199;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Scheikunde;voltijd onderwijs;bachelor;18;15;16;18;13;18;19;17;18;19
Overijssel;193;ZWOLLE;reguliere inst.;bachelor;01VU;Christelijke Hogeschool Windesheim;onderwijs;n.v.t. (onderwijs);35199;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Scheikunde;voltijd onderwijs;propedeuse bachelor;13;8;12;9;9;6;12;10;18;7
Overijssel;193;ZWOLLE;reguliere inst.;bachelor;01VU;Christelijke Hogeschool Windesheim;onderwijs;n.v.t. (onderwijs);35201;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Aardrijkskunde;voltijd onderwijs;bachelor;48;19;45;19;47;23;50;21;45;20
Overijssel;193;ZWOLLE;reguliere inst.;bachelor;01VU;Christelijke Hogeschool Windesheim;onderwijs;n.v.t. (onderwijs);35201;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Aardrijkskunde;voltijd onderwijs;propedeuse bachelor;42;15;34;17;42;13;36;16;39;22
Overijssel;193;ZWOLLE;reguliere inst.;bachelor;01VU;Christelijke Hogeschool Windesheim;onderwijs;n.v.t. (onderwijs);35202;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Algemene Economie;voltijd onderwijs;bachelor;62;38;75;30;67;36;68;41;63;43
Overijssel;193;ZWOLLE;reguliere inst.;bachelor;01VU;Christelijke Hogeschool Windesheim;onderwijs;n.v.t. (onderwijs);35202;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Algemene Economie;voltijd onderwijs;propedeuse bachelor;43;13;38;21;33;28;39;29;33;20
Overijssel;193;ZWOLLE;reguliere inst.;bachelor;01VU;Christelijke Hogeschool Windesheim;onderwijs;n.v.t. (onderwijs);35203;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Bedrijfseconomie;voltijd onderwijs;bachelor;15;13;21;10;22;15;18;11;24;8
Overijssel;193;ZWOLLE;reguliere inst.;bachelor;01VU;Christelijke Hogeschool Windesheim;onderwijs;n.v.t. (onderwijs);35203;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Bedrijfseconomie;voltijd onderwijs;propedeuse bachelor;11;2;5;2;5;2;4;3;7;2
Overijssel;193;ZWOLLE;reguliere inst.;bachelor;01VU;Christelijke Hogeschool Windesheim;onderwijs;n.v.t. (onderwijs);35210;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in het Technisch Beroepsonderwijs;deeltijd onderwijs;bachelor;141;12;120;9;99;3;94;3;92;4
Overijssel;193;ZWOLLE;reguliere inst.;bachelor;01VU;Christelijke Hogeschool Windesheim;onderwijs;n.v.t. (onderwijs);35210;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in het Technisch Beroepsonderwijs;deeltijd onderwijs;propedeuse bachelor;48;1;46;1;54;2;63;7;84;7
Overijssel;193;ZWOLLE;reguliere inst.;bachelor;01VU;Christelijke Hogeschool Windesheim;onderwijs;n.v.t. (onderwijs);35210;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in het Technisch Beroepsonderwijs;voltijd onderwijs;bachelor;44;4;46;5;35;6;35;5;33;2
Overijssel;193;ZWOLLE;reguliere inst.;bachelor;01VU;Christelijke Hogeschool Windesheim;onderwijs;n.v.t. (onderwijs);35210;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in het Technisch Beroepsonderwijs;voltijd onderwijs;propedeuse bachelor;16;2;15;5;18;2;10;0;17;2
Overijssel;193;ZWOLLE;reguliere inst.;bachelor;01VU;Christelijke Hogeschool Windesheim;onderwijs;n.v.t. (onderwijs);35221;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Wiskunde;voltijd onderwijs;bachelor;65;47;70;52;68;73;73;74;62;80
Overijssel;193;ZWOLLE;reguliere inst.;bachelor;01VU;Christelijke Hogeschool Windesheim;onderwijs;n.v.t. (onderwijs);35221;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Wiskunde;voltijd onderwijs;propedeuse bachelor;59;41;46;58;71;50;68;54;60;59
Overijssel;193;ZWOLLE;reguliere inst.;bachelor;01VU;Christelijke Hogeschool Windesheim;onderwijs;n.v.t. (onderwijs);35261;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Natuurkunde;voltijd onderwijs;bachelor;25;4;19;7;25;7;28;7;24;7
Overijssel;193;ZWOLLE;reguliere inst.;bachelor;01VU;Christelijke Hogeschool Windesheim;onderwijs;n.v.t. (onderwijs);35261;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Natuurkunde;voltijd onderwijs;propedeuse bachelor;20;6;25;7;23;4;17;2;25;10
Overijssel;193;ZWOLLE;reguliere inst.;bachelor;01VU;Christelijke Hogeschool Windesheim;onderwijs;n.v.t. (onderwijs);35301;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Biologie;voltijd onderwijs;bachelor;39;45;33;42;31;40;30;46;35;46
Overijssel;193;ZWOLLE;reguliere inst.;bachelor;01VU;Christelijke Hogeschool Windesheim;onderwijs;n.v.t. (onderwijs);35301;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Biologie;voltijd onderwijs;propedeuse bachelor;26;26;25;24;27;22;30;35;20;27
Overijssel;193;ZWOLLE;reguliere inst.;bachelor;01VU;Christelijke Hogeschool Windesheim;onderwijs;n.v.t. (onderwijs);35388;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Gezondheidszorg en Welzijn;voltijd onderwijs;bachelor;2;64;4;75;5;85;5;91;6;84
Overijssel;193;ZWOLLE;reguliere inst.;bachelor;01VU;Christelijke Hogeschool Windesheim;onderwijs;n.v.t. (onderwijs);35388;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Gezondheidszorg en Welzijn;voltijd onderwijs;propedeuse bachelor;4;56;5;46;6;39;4;47;2;37
Overijssel;193;ZWOLLE;reguliere inst.;bachelor;01VU;Christelijke Hogeschool Windesheim;onderwijs;n.v.t. (onderwijs);35441;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Godsdienst;deeltijd onderwijs;bachelor;19;18;10;15;5;12;5;7;5;6
Overijssel;193;ZWOLLE;reguliere inst.;bachelor;01VU;Christelijke Hogeschool Windesheim;onderwijs;n.v.t. (onderwijs);35441;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Godsdienst;deeltijd onderwijs;propedeuse bachelor;1;7;1;6;4;0;5;0;2;6
Overijssel;193;ZWOLLE;reguliere inst.;bachelor;01VU;Christelijke Hogeschool Windesheim;onderwijs;n.v.t. (onderwijs);35441;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Godsdienst;voltijd onderwijs;bachelor;2;6;3;6;4;5;5;5;5;4
Overijssel;193;ZWOLLE;reguliere inst.;bachelor;01VU;Christelijke Hogeschool Windesheim;onderwijs;n.v.t. (onderwijs);35441;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Godsdienst;voltijd onderwijs;propedeuse bachelor;4;5;7;2;1;2;1;4;5;5
Overijssel;193;ZWOLLE;reguliere inst.;bachelor;01VU;Christelijke Hogeschool Windesheim;sectoroverstijgend;sectoroverstijgend;30017;B Global Project and Change Management;voltijd onderwijs;bachelor;17;35;22;56;31;64;40;93;51;104
Overijssel;193;ZWOLLE;reguliere inst.;bachelor;01VU;Christelijke Hogeschool Windesheim;sectoroverstijgend;sectoroverstijgend;30017;B Global Project and Change Management;voltijd onderwijs;propedeuse bachelor;22;44;21;36;20;61;25;63;28;64
Overijssel;193;ZWOLLE;reguliere inst.;bachelor;01VU;Christelijke Hogeschool Windesheim;techniek;n.v.t. (techniek);30020;B HBO-ICT;deeltijd onderwijs;bachelor;64;4;82;3;113;3;123;5;121;5
Overijssel;193;ZWOLLE;reguliere inst.;bachelor;01VU;Christelijke Hogeschool Windesheim;techniek;n.v.t. (techniek);30020;B HBO-ICT;deeltijd onderwijs;propedeuse bachelor;59;2;46;1;69;2;68;6;68;1
Overijssel;193;ZWOLLE;reguliere inst.;bachelor;01VU;Christelijke Hogeschool Windesheim;techniek;n.v.t. (techniek);30020;B HBO-ICT;voltijd onderwijs;bachelor;530;17;622;18;730;26;811;37;914;55
Overijssel;193;ZWOLLE;reguliere inst.;bachelor;01VU;Christelijke Hogeschool Windesheim;techniek;n.v.t. (techniek);30020;B HBO-ICT;voltijd onderwijs;propedeuse bachelor;468;11;460;20;574;28;705;44;790;55
Overijssel;193;ZWOLLE;reguliere inst.;bachelor;01VU;Christelijke Hogeschool Windesheim;techniek;n.v.t. (techniek);30038;B Ruimtelijke Ontwikkeling;voltijd onderwijs;bachelor;62;6;80;9;89;8;87;9;87;13
Overijssel;193;ZWOLLE;reguliere inst.;bachelor;01VU;Christelijke Hogeschool Windesheim;techniek;n.v.t. (techniek);30038;B Ruimtelijke Ontwikkeling;voltijd onderwijs;propedeuse bachelor;47;4;58;2;48;5;58;9;79;3
Overijssel;193;ZWOLLE;reguliere inst.;bachelor;01VU;Christelijke Hogeschool Windesheim;techniek;n.v.t. (techniek);30107;B Engineering;voltijd onderwijs;bachelor;60;4;64;5;58;3;66;4;73;10
Overijssel;193;ZWOLLE;reguliere inst.;bachelor;01VU;Christelijke Hogeschool Windesheim;techniek;n.v.t. (techniek);30107;B Engineering;voltijd onderwijs;propedeuse bachelor;60;4;67;12;83;14;78;18;73;12
Overijssel;193;ZWOLLE;reguliere inst.;bachelor;01VU;Christelijke Hogeschool Windesheim;techniek;n.v.t. (techniek);34263;B Bouwkunde;deeltijd onderwijs;bachelor;1;0;1;0;0;0;0;0;0;0
Overijssel;193;ZWOLLE;reguliere inst.;bachelor;01VU;Christelijke Hogeschool Windesheim;techniek;n.v.t. (techniek);34263;B Bouwkunde;duaal onderwijs;bachelor;10;0;12;0;11;0;9;0;16;1
Overijssel;193;ZWOLLE;reguliere inst.;bachelor;01VU;Christelijke Hogeschool Windesheim;techniek;n.v.t. (techniek);34263;B Bouwkunde;duaal onderwijs;propedeuse bachelor;11;1;17;1;6;0;9;0;1;1
Overijssel;193;ZWOLLE;reguliere inst.;bachelor;01VU;Christelijke Hogeschool Windesheim;techniek;n.v.t. (techniek);34263;B Bouwkunde;voltijd onderwijs;bachelor;214;46;234;47;221;48;223;49;238;67
Overijssel;193;ZWOLLE;reguliere inst.;bachelor;01VU;Christelijke Hogeschool Windesheim;techniek;n.v.t. (techniek);34263;B Bouwkunde;voltijd onderwijs;propedeuse bachelor;132;19;111;26;133;28;158;56;191;63
Overijssel;193;ZWOLLE;reguliere inst.;bachelor;01VU;Christelijke Hogeschool Windesheim;techniek;n.v.t. (techniek);34267;B Elektrotechniek;voltijd onderwijs;bachelor;113;6;106;5;107;7;119;2;126;3
Overijssel;193;ZWOLLE;reguliere inst.;bachelor;01VU;Christelijke Hogeschool Windesheim;techniek;n.v.t. (techniek);34267;B Elektrotechniek;voltijd onderwijs;propedeuse bachelor;71;3;89;4;107;3;87;3;79;2
Overijssel;193;ZWOLLE;reguliere inst.;bachelor;01VU;Christelijke Hogeschool Windesheim;techniek;n.v.t. (techniek);34279;B Civiele Techniek;voltijd onderwijs;bachelor;114;4;116;6;115;7;127;6;133;9
Overijssel;193;ZWOLLE;reguliere inst.;bachelor;01VU;Christelijke Hogeschool Windesheim;techniek;n.v.t. (techniek);34279;B Civiele Techniek;voltijd onderwijs;propedeuse bachelor;55;2;77;4;90;1;94;11;107;13
Overijssel;193;ZWOLLE;reguliere inst.;bachelor;01VU;Christelijke Hogeschool Windesheim;techniek;n.v.t. (techniek);34280;B Werktuigbouwkunde;duaal onderwijs;bachelor;1;0;1;0;0;0;0;0;0;0
Overijssel;193;ZWOLLE;reguliere inst.;bachelor;01VU;Christelijke Hogeschool Windesheim;techniek;n.v.t. (techniek);34280;B Werktuigbouwkunde;voltijd onderwijs;bachelor;199;4;241;8;299;11;308;13;303;11
Overijssel;193;ZWOLLE;reguliere inst.;bachelor;01VU;Christelijke Hogeschool Windesheim;techniek;n.v.t. (techniek);34280;B Werktuigbouwkunde;voltijd onderwijs;propedeuse bachelor;190;8;181;6;163;3;200;3;212;5
Overijssel;193;ZWOLLE;reguliere inst.;bachelor;01VU;Christelijke Hogeschool Windesheim;techniek;n.v.t. (techniek);34389;B Industrieel Product Ontwerpen;voltijd onderwijs;bachelor;140;30;128;38;115;46;90;59;88;57
Overijssel;193;ZWOLLE;reguliere inst.;bachelor;01VU;Christelijke Hogeschool Windesheim;techniek;n.v.t. (techniek);34389;B Industrieel Product Ontwerpen;voltijd onderwijs;propedeuse bachelor;69;27;70;34;71;38;81;28;72;27
Overijssel;193;ZWOLLE;reguliere inst.;bachelor;01VU;Christelijke Hogeschool Windesheim;techniek;n.v.t. (techniek);34390;B Logistics Engineering;voltijd onderwijs;bachelor;43;6;41;7;46;6;57;6;54;7
Overijssel;193;ZWOLLE;reguliere inst.;bachelor;01VU;Christelijke Hogeschool Windesheim;techniek;n.v.t. (techniek);34390;B Logistics Engineering;voltijd onderwijs;propedeuse bachelor;35;3;41;3;41;4;39;5;53;9
Overijssel;193;ZWOLLE;reguliere inst.;bachelor;01VU;Christelijke Hogeschool Windesheim;techniek;n.v.t. (techniek);34421;B Technische Bedrijfskunde;deeltijd onderwijs;bachelor;22;0;28;2;31;2;28;1;23;1
Overijssel;193;ZWOLLE;reguliere inst.;bachelor;01VU;Christelijke Hogeschool Windesheim;techniek;n.v.t. (techniek);34421;B Technische Bedrijfskunde;deeltijd onderwijs;propedeuse bachelor;17;2;13;0;1;0;0;0;2;0
Overijssel;193;ZWOLLE;reguliere inst.;bachelor;01VU;Christelijke Hogeschool Windesheim;techniek;n.v.t. (techniek);34421;B Technische Bedrijfskunde;voltijd onderwijs;bachelor;90;6;92;2;124;13;145;20;161;22
Overijssel;193;ZWOLLE;reguliere inst.;bachelor;01VU;Christelijke Hogeschool Windesheim;techniek;n.v.t. (techniek);34421;B Technische Bedrijfskunde;voltijd onderwijs;propedeuse bachelor;88;4;96;13;120;10;120;11;132;8
Overijssel;193;ZWOLLE;reguliere inst.;bachelor;22HH;Viaa-Gereformeerde Hogeschool;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);34116;B Social Work;deeltijd onderwijs;bachelor;9;19;12;17;14;20;13;18;9;27
Overijssel;193;ZWOLLE;reguliere inst.;bachelor;22HH;Viaa-Gereformeerde Hogeschool;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);34116;B Social Work;deeltijd onderwijs;propedeuse bachelor;11;14;4;8;6;8;5;13;10;17
Overijssel;193;ZWOLLE;reguliere inst.;bachelor;22HH;Viaa-Gereformeerde Hogeschool;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);34116;B Social Work;voltijd onderwijs;bachelor;43;197;48;262;44;257;34;225;27;175
Overijssel;193;ZWOLLE;reguliere inst.;bachelor;22HH;Viaa-Gereformeerde Hogeschool;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);34116;B Social Work;voltijd onderwijs;propedeuse bachelor;45;215;36;115;20;96;21;92;24;110
Overijssel;193;ZWOLLE;reguliere inst.;bachelor;22HH;Viaa-Gereformeerde Hogeschool;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);35146;B Godsdienst-pastoraal Werk;deeltijd onderwijs;bachelor;9;12;10;11;9;11;9;8;12;10
Overijssel;193;ZWOLLE;reguliere inst.;bachelor;22HH;Viaa-Gereformeerde Hogeschool;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);35146;B Godsdienst-pastoraal Werk;deeltijd onderwijs;propedeuse bachelor;10;4;5;6;6;1;4;5;7;6
Overijssel;193;ZWOLLE;reguliere inst.;bachelor;22HH;Viaa-Gereformeerde Hogeschool;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);35146;B Godsdienst-pastoraal Werk;voltijd onderwijs;bachelor;15;8;20;11;26;16;24;27;19;25
Overijssel;193;ZWOLLE;reguliere inst.;bachelor;22HH;Viaa-Gereformeerde Hogeschool;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);35146;B Godsdienst-pastoraal Werk;voltijd onderwijs;propedeuse bachelor;16;12;15;18;8;11;10;7;11;7
Overijssel;193;ZWOLLE;reguliere inst.;bachelor;22HH;Viaa-Gereformeerde Hogeschool;gezondheidszorg;n.v.t. (gezondheidszorg);34560;B Opleiding tot Verpleegkundige;deeltijd onderwijs;bachelor;8;32;6;63;8;59;7;65;3;64
Overijssel;193;ZWOLLE;reguliere inst.;bachelor;22HH;Viaa-Gereformeerde Hogeschool;gezondheidszorg;n.v.t. (gezondheidszorg);34560;B Opleiding tot Verpleegkundige;deeltijd onderwijs;propedeuse bachelor;9;43;9;42;6;37;3;38;9;56
Overijssel;193;ZWOLLE;reguliere inst.;bachelor;22HH;Viaa-Gereformeerde Hogeschool;gezondheidszorg;n.v.t. (gezondheidszorg);34560;B Opleiding tot Verpleegkundige;duaal onderwijs;bachelor;4;16;2;27;3;28;0;15;1;6
Overijssel;193;ZWOLLE;reguliere inst.;bachelor;22HH;Viaa-Gereformeerde Hogeschool;gezondheidszorg;n.v.t. (gezondheidszorg);34560;B Opleiding tot Verpleegkundige;duaal onderwijs;propedeuse bachelor;0;11;0;0;0;0;0;1;0;0
Overijssel;193;ZWOLLE;reguliere inst.;bachelor;22HH;Viaa-Gereformeerde Hogeschool;gezondheidszorg;n.v.t. (gezondheidszorg);34560;B Opleiding tot Verpleegkundige;voltijd onderwijs;bachelor;24;173;28;205;28;210;26;231;28;252
Overijssel;193;ZWOLLE;reguliere inst.;bachelor;22HH;Viaa-Gereformeerde Hogeschool;gezondheidszorg;n.v.t. (gezondheidszorg);34560;B Opleiding tot Verpleegkundige;voltijd onderwijs;propedeuse bachelor;18;139;15;121;14;136;11;129;10;159
Overijssel;193;ZWOLLE;reguliere inst.;bachelor;22HH;Viaa-Gereformeerde Hogeschool;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;deeltijd onderwijs;bachelor;9;25;8;27;4;23;11;20;9;19
Overijssel;193;ZWOLLE;reguliere inst.;bachelor;22HH;Viaa-Gereformeerde Hogeschool;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;deeltijd onderwijs;propedeuse bachelor;7;35;7;16;12;18;15;16;16;31
Overijssel;193;ZWOLLE;reguliere inst.;bachelor;22HH;Viaa-Gereformeerde Hogeschool;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;voltijd onderwijs;bachelor;58;197;53;210;53;215;53;169;55;142
Overijssel;193;ZWOLLE;reguliere inst.;bachelor;22HH;Viaa-Gereformeerde Hogeschool;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;voltijd onderwijs;propedeuse bachelor;60;183;47;120;44;100;41;100;55;134
Overijssel;193;ZWOLLE;reguliere inst.;master;01VU;Christelijke Hogeschool Windesheim;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);49285;M Lichamelijke Opvoeding en Sportpedagogiek;deeltijd onderwijs;master;0;0;0;0;0;0;16;10;18;10
Overijssel;193;ZWOLLE;reguliere inst.;master;01VU;Christelijke Hogeschool Windesheim;gezondheidszorg;n.v.t. (gezondheidszorg);40065;M Psychomotorische Therapie;deeltijd onderwijs;master;0;0;0;0;0;0;0;0;17;37
Overijssel;193;ZWOLLE;reguliere inst.;master;01VU;Christelijke Hogeschool Windesheim;onderwijs;lerarenopleidingen speciaal onderwijs;44103;M Educational Needs;deeltijd onderwijs;master;112;715;129;755;87;656;57;474;51;336
Overijssel;193;ZWOLLE;reguliere inst.;master;01VU;Christelijke Hogeschool Windesheim;onderwijs;lerarenopleidingen speciaal onderwijs;44103;M Educational Needs;voltijd onderwijs;master;7;89;4;59;0;18;0;9;0;2
Overijssel;193;ZWOLLE;reguliere inst.;master;01VU;Christelijke Hogeschool Windesheim;onderwijs;n.v.t. (onderwijs);44136;M Learning & Innovation;deeltijd onderwijs;master;65;66;62;71;53;64;38;54;26;34
Overijssel;193;ZWOLLE;reguliere inst.;master;01VU;Christelijke Hogeschool Windesheim;onderwijs;n.v.t. (onderwijs);44141;M Expertdocent Beroepsonderwijs;deeltijd onderwijs;master;0;0;0;0;5;13;10;17;13;16
Overijssel;193;ZWOLLE;reguliere inst.;master;01VU;Christelijke Hogeschool Windesheim;onderwijs;opleidingen tot leraar vo van de 1ste graad in alg. vakken;45274;M Leraar Godsdienst;deeltijd onderwijs;master;0;6;2;8;1;8;4;7;3;7
Utrecht;344;UTRECHT;reguliere inst.;associate degree;00MF;Hogeschool voor de Kunsten Utrecht;taal en cultuur;opleidingen op het gebied van de kunst;80144;Ad Design;voltijd onderwijs;associate degree;0;0;0;0;0;0;0;0;15;16
Utrecht;344;UTRECHT;reguliere inst.;associate degree;25DW;Hogeschool Utrecht;economie;n.v.t. (economie);80008;Ad Accountancy;voltijd onderwijs;associate degree;1;0;0;0;0;0;0;0;0;0
Utrecht;344;UTRECHT;reguliere inst.;associate degree;25DW;Hogeschool Utrecht;economie;n.v.t. (economie);80029;Ad Assistent Marketeer;deeltijd onderwijs;associate degree;2;0;0;0;0;0;0;0;0;0
Utrecht;344;UTRECHT;reguliere inst.;associate degree;25DW;Hogeschool Utrecht;economie;n.v.t. (economie);80029;Ad Assistent Marketeer;duaal onderwijs;associate degree;1;0;0;0;0;0;0;0;0;0
Utrecht;344;UTRECHT;reguliere inst.;associate degree;25DW;Hogeschool Utrecht;economie;n.v.t. (economie);80029;Ad Assistent Marketeer;voltijd onderwijs;associate degree;11;2;6;2;0;0;0;0;0;0
Utrecht;344;UTRECHT;reguliere inst.;associate degree;25DW;Hogeschool Utrecht;economie;n.v.t. (economie);80031;Ad Eventmanager;deeltijd onderwijs;associate degree;0;0;0;0;0;0;0;0;1;1
